Fecha de la Medida,Hora de la Medida,A,B,C,VN,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA A [W],POTENCIA ACTIVA B [W],POTENCIA ACTIVA C [W],,ACTIVA TOTAL [kW]
11/11/2013,21:50:00,252,248.3,246.6,0,0,0.022,0,,0,2.39,0,2.39,0.00239
11/11/2013,21:55:00,251.3,247.6,245.9,0,0,0.016,0,,0,1.723,0,1.723,0.001723
11/11/2013,22:00:00,249.4,245.9,244.1,0,0,0.004,0,,0,0.454,0,0.454,0.000454
11/11/2013,22:05:00,250.4,246.5,244.8,0,0,0.028,0,,0,3.003,0,3.003,0.003003
11/11/2013,22:10:00,251.9,248.2,246.3,0,0,0.047,0,,0,5.164,0,5.164,0.005164
11/11/2013,22:15:00,251.8,248,246.2,0,0,0.047,0,,0,5.125,0,5.125,0.005125
11/11/2013,22:20:00,251.5,247.8,246,0,0,0.022,0,,0,2.38,0,2.38,0.00238
11/11/2013,22:25:00,251.6,247.8,246.1,0.003,0,0.016,0,,0,1.725,0,1.725,0.001725
11/11/2013,22:30:00,251.9,248.1,246.4,0,0,0.028,0,,0,2.993,0,2.993,0.002993
11/11/2013,22:35:00,251.4,247.5,246,0,0,0.014,0,,0,1.509,0,1.509,0.001509
11/11/2013,22:40:00,250.7,246.9,245.2,0,0,0.014,0,,0,1.493,0,1.493,0.001493
11/11/2013,22:45:00,250.3,246.4,244.7,0.006,0,0.012,0,,0,1.306,0,1.306,0.001306
11/11/2013,22:50:00,250.5,246.8,245.1,0.013,0,0.015,0,,0,1.611,0,1.611,0.001611
11/11/2013,22:55:00,250.5,246.8,245.1,0,0,0.019,0,,0,1.984,0,1.984,0.001984
11/11/2013,23:00:00,250.8,247.1,245.3,0,0,0.017,0,,0,1.799,0,1.799,0.001799
11/11/2013,23:05:00,251.3,247.6,245.9,0,0,0.038,0,,0,4.048,0,4.048,0.004048
11/11/2013,23:10:00,251.4,247.6,245.8,0,0,0.016,0,,0,1.712,0,1.712,0.001712
11/11/2013,23:15:00,251.3,247.5,245.9,0,0,0.029,0,,0,3.086,0,3.086,0.003086
11/11/2013,23:20:00,251.7,247.9,246.3,0,0,0.019,0,,0,2.104,0,2.104,0.002104
11/11/2013,23:25:00,251.8,248.1,246.4,0,0,0.023,0,,0,2.516,0,2.516,0.002516
11/11/2013,23:30:00,252.1,248.2,246.6,0,0,0.075,0,,0,8.42,0,8.42,0.00842
11/11/2013,23:35:00,252.1,248.3,246.6,0,0,0.041,0,,0,4.513,0,4.513,0.004513
11/11/2013,23:40:00,251.6,247.8,246.1,0,0,0.039,0,,0,4.235,0,4.235,0.004235
11/11/2013,23:45:00,251,247.1,245.3,0,0,0.012,0,,0,1.321,0,1.321,0.001321
11/11/2013,23:50:00,250.9,247.2,245.4,0,0,0.027,0,,0,2.865,0,2.865,0.002865
11/11/2013,23:55:00,251,247.1,245.4,0,0,0.026,0,,0,2.771,0,2.771,0.002771
12/11/2013,00:00:00,251,247.2,245.4,0,0,0.018,0,,0,1.89,0,1.89,0.00189
12/11/2013,00:05:00,251.4,247.6,245.8,0,0,0.027,0,,0,2.895,0,2.895,0.002895
12/11/2013,00:10:00,251.5,247.7,245.9,0,0,0.035,0,,0,3.811,0,3.811,0.003811
12/11/2013,00:15:00,251.9,248,246.1,0,0,0.073,0,,0,8.249,0,8.249,0.008249
12/11/2013,00:20:00,252.1,248.3,246.5,0,0,0.029,0,,0,3.188,0,3.188,0.003188
12/11/2013,00:25:00,252,248.4,246.4,0,0,0.028,0,,0,3.081,0,3.081,0.003081
12/11/2013,00:30:00,251.8,248.1,246.3,0,0,0.018,0,,0,1.894,0,1.894,0.001894
12/11/2013,00:35:00,251.9,248.2,246.5,0,0,0.023,0,,0,2.478,0,2.478,0.002478
12/11/2013,00:40:00,251.7,248.1,246.3,0.003,0,0.028,0,,0,2.962,0,2.962,0.002962
12/11/2013,00:45:00,251.9,248.3,246.5,0,0,0.019,0,,0,2.002,0,2.002,0.002002
12/11/2013,00:50:00,252,248.3,246.6,0,0,0.045,0,,0,4.931,0,4.931,0.004931
12/11/2013,00:55:00,251.6,248,246.3,0,0,0.019,0,,0,2.102,0,2.102,0.002102
12/11/2013,01:00:00,250.5,246.8,245.1,0.001,0,0.008,0,,0,0.825,0,0.825,0.000825
12/11/2013,01:05:00,250.7,247,245.3,0,0,0.01,0,,0,1.002,0,1.002,0.001002
12/11/2013,01:10:00,251,247.3,245.6,0,0,0.015,0,,0,1.583,0,1.583,0.001583
12/11/2013,01:15:00,251.1,247.3,245.6,0,0,0.018,0,,0,1.883,0,1.883,0.001883
12/11/2013,01:20:00,250.6,247,245.2,0,0,0.012,0,,0,1.298,0,1.298,0.001298
12/11/2013,01:25:00,250.7,247.1,245.2,0,0,0.03,0,,0,3.164,0,3.164,0.003164
12/11/2013,01:30:00,250.7,247,245.2,0,0,0.021,0,,0,2.277,0,2.277,0.002277
12/11/2013,01:35:00,250.9,247.4,245.5,0,0,0.019,0,,0,2.071,0,2.071,0.002071
12/11/2013,01:40:00,250.8,247.2,245.3,0,0,0.009,0,,0,0.924,0,0.924,0.000924
12/11/2013,01:45:00,251,247.4,245.5,0,0,0.003,0,,0,0.362,0,0.362,0.000362
12/11/2013,01:50:00,250.9,247.2,245.5,0,0,0.013,0,,0,1.404,0,1.404,0.001404
12/11/2013,01:55:00,250.9,247.3,245.4,0,0,0.011,0,,0,1.216,0,1.216,0.001216
12/11/2013,02:00:00,251,247.4,245.6,0,0,0.019,0,,0,1.988,0,1.988,0.001988
12/11/2013,02:05:00,251.4,247.6,245.8,0,0,0.032,0,,0,3.474,0,3.474,0.003474
12/11/2013,02:10:00,251.3,247.7,245.9,0,0,0.022,0,,0,2.395,0,2.395,0.002395
12/11/2013,02:15:00,251.3,247.7,245.9,0,0,0.024,0,,0,2.597,0,2.597,0.002597
12/11/2013,02:20:00,251.3,247.6,245.9,0,0,0.024,0,,0,2.563,0,2.563,0.002563
12/11/2013,02:25:00,251.4,247.7,245.8,0,0,0.013,0,,0,1.398,0,1.398,0.001398
12/11/2013,02:30:00,251.5,247.7,246,0,0,0.03,0,,0,3.164,0,3.164,0.003164
12/11/2013,02:35:00,251.4,247.7,245.9,0,0,0.018,0,,0,1.983,0,1.983,0.001983
12/11/2013,02:40:00,251.6,247.9,246.2,0,0,0.015,0,,0,1.612,0,1.612,0.001612
12/11/2013,02:45:00,251.4,247.7,246,0,0,0.024,0,,0,2.591,0,2.591,0.002591
12/11/2013,02:50:00,251.6,247.8,246.1,0,0,0.009,0,,0,1.026,0,1.026,0.001026
12/11/2013,02:55:00,251.6,248,246.3,0,0,0.02,0,,0,2.167,0,2.167,0.002167
12/11/2013,03:00:00,251.7,248,246.3,0,0,0.015,0,,0,1.62,0,1.62,0.00162
12/11/2013,03:05:00,251.4,247.9,246.1,0,0,0.009,0,,0,0.943,0,0.943,0.000943
12/11/2013,03:10:00,251.7,248,246.2,0,0,0.04,0,,0,4.347,0,4.347,0.004347
12/11/2013,03:15:00,251.7,248,246.3,0,0,0.04,0,,0,4.434,0,4.434,0.004434
12/11/2013,03:20:00,251.6,247.8,246.1,0,0,0.036,0,,0,3.911,0,3.911,0.003911
12/11/2013,03:25:00,251.1,247.5,245.6,0,0,0.013,0,,0,1.41,0,1.41,0.00141
12/11/2013,03:30:00,251.3,247.6,245.8,0,0,0.019,0,,0,1.974,0,1.974,0.001974
12/11/2013,03:35:00,251.6,247.8,246.1,0,0,0.015,0,,0,1.598,0,1.598,0.001598
12/11/2013,03:40:00,251.5,247.9,246.1,0,0,0.011,0,,0,1.212,0,1.212,0.001212
12/11/2013,03:45:00,251.3,247.6,245.8,0,0,0.015,0,,0,1.605,0,1.605,0.001605
12/11/2013,03:50:00,251.2,247.5,245.7,0,0,0.024,0,,0,2.603,0,2.603,0.002603
12/11/2013,03:55:00,251.1,247.4,245.6,0,0,0.018,0,,0,1.919,0,1.919,0.001919
12/11/2013,04:00:00,251.2,247.4,245.7,0,0,0.034,0,,0,3.682,0,3.682,0.003682
12/11/2013,04:05:00,251.3,247.6,245.8,0,0,0.028,0,,0,3.072,0,3.072,0.003072
12/11/2013,04:10:00,251.3,247.6,245.9,0,0,0.02,0,,0,2.078,0,2.078,0.002078
12/11/2013,04:15:00,251.4,247.7,245.9,0,0,0.025,0,,0,2.669,0,2.669,0.002669
12/11/2013,04:20:00,251.2,247.6,245.7,0,0,0.019,0,,0,1.992,0,1.992,0.001992
12/11/2013,04:25:00,251,247.4,245.5,0,0,0.02,0,,0,2.081,0,2.081,0.002081
12/11/2013,04:30:00,251.1,247.3,245.5,0,0,0.027,0,,0,2.869,0,2.869,0.002869
12/11/2013,04:35:00,251,247.3,245.7,0,0,0.024,0,,0,2.599,0,2.599,0.002599
12/11/2013,04:40:00,250.7,247.2,245.4,0,0,0.009,0,,0,1.021,0,1.021,0.001021
12/11/2013,04:45:00,250.7,247.1,245.3,0,0,0.016,0,,0,1.684,0,1.684,0.001684
12/11/2013,04:50:00,250.8,247.1,245.4,0,0,0.012,0,,0,1.303,0,1.303,0.001303
12/11/2013,04:55:00,250.9,247.2,245.5,0,0,0.011,0,,0,1.218,0,1.218,0.001218
12/11/2013,05:00:00,250.6,246.9,245.2,0,0,0.014,0,,0,1.505,0,1.505,0.001505
12/11/2013,05:05:00,250.2,246.5,244.7,0,0,0.012,0,,0,1.32,0,1.32,0.00132
12/11/2013,05:10:00,250.1,246.4,244.7,0,0,0.017,0,,0,1.769,0,1.769,0.001769
12/11/2013,05:15:00,250,246.4,244.7,0,0,0.01,0,,0,1.016,0,1.016,0.001016
12/11/2013,05:20:00,249.8,246.2,244.4,0,0,0.006,0,,0,0.631,0,0.631,0.000631
12/11/2013,05:25:00,249.8,246.1,244.4,0,0,0.005,0,,0,0.542,0,0.542,0.000542
12/11/2013,05:30:00,251.3,247.7,245.8,0,0,0.014,0,,0,1.5,0,1.5,0.0015
12/11/2013,05:35:00,252.4,248.6,246.8,0,0,0.025,0,,0,2.706,0,2.706,0.002706
12/11/2013,05:40:00,252.4,248.5,246.9,0,0,0.03,0,,0,3.333,0,3.333,0.003333
12/11/2013,05:45:00,252.3,248.6,246.9,0,0,0.043,0,,0,4.751,0,4.751,0.004751
12/11/2013,05:50:00,251.8,247.9,246.2,0,0,0.027,0,,0,2.86,0,2.86,0.00286
12/11/2013,05:55:00,251.3,247.6,245.9,0,0,0.02,0,,0,2.173,0,2.173,0.002173
12/11/2013,06:00:00,250.4,246.5,245.1,0,0,0.016,0,,0,1.656,0,1.656,0.001656
12/11/2013,06:05:00,250.6,246.7,245.1,0,0,0.01,0,,0,1.103,0,1.103,0.001103
12/11/2013,06:10:00,250.4,246.5,245,0,0,0.009,0,,0,0.909,0,0.909,0.000909
12/11/2013,06:15:00,249.8,246.1,244.6,0,0,0.012,0,,0,1.295,0,1.295,0.001295
12/11/2013,06:20:00,250.3,247,245.3,0,0,0.044,0,,0,4.91,0,4.91,0.00491
12/11/2013,06:25:00,251.5,248,246.4,0,0,0.039,0,,0,4.341,0,4.341,0.004341
12/11/2013,06:30:00,249.3,245.8,244.1,0,0,0.009,0,,0,0.979,0,0.979,0.000979
12/11/2013,06:35:00,249.6,245.8,244.4,0,0,0.004,0,,0,0.448,0,0.448,0.000448
12/11/2013,06:40:00,249.9,246.2,244.6,0,0,0.01,0,,0,1.103,0,1.103,0.001103
12/11/2013,06:45:00,252,248.2,246.7,0,0,0.021,0,,0,2.303,0,2.303,0.002303
12/11/2013,06:50:00,252,248.4,246.8,0,0,0.015,0,,0,1.605,0,1.605,0.001605
12/11/2013,06:55:00,251.6,248.2,246.5,0,0,0.016,0,,0,1.694,0,1.694,0.001694
12/11/2013,07:00:00,251.2,247.6,246.2,0,0,0.014,0,,0,1.473,0,1.473,0.001473
12/11/2013,07:05:00,251,247.5,246.1,0,0,0.011,0,,0,1.187,0,1.187,0.001187
12/11/2013,07:10:00,249.4,246.1,244.5,0,0,0.001,0,,0,0.173,0,0.173,0.000173
12/11/2013,07:15:00,249.1,245.7,244.2,0,0,0.001,0,,0,0.172,0,0.172,0.000172
12/11/2013,07:20:00,250.7,247.4,245.9,0,0,0.005,0,,0,0.545,0,0.545,0.000545
12/11/2013,07:25:00,250.9,247.6,246,0,0,0.007,0,,0,0.734,0,0.734,0.000734
12/11/2013,07:30:00,251,247.7,246.1,0.013,0,0.006,0,,0,0.644,0,0.644,0.000644
12/11/2013,07:35:00,251.2,247.9,246.3,0.086,0,0.017,0,,0,1.782,0,1.782,0.001782
12/11/2013,07:40:00,251.1,247.9,246.2,0.405,0,0.014,0,,0,1.482,0,1.482,0.001482
12/11/2013,07:45:00,250.8,247.6,246,1.884,0,0.007,0,,0,0.734,0,0.734,0.000734
12/11/2013,07:50:00,250.5,247.4,245.6,1.956,0,0.009,0,,0,0.922,0,0.922,0.000922
12/11/2013,07:55:00,250.1,247.2,245.3,0.256,0,0.003,0,,0,0.355,0,0.355,0.000355
12/11/2013,08:00:00,249.6,246.4,244.7,0,0,0.004,0,,0,0.463,0,0.463,0.000463
12/11/2013,08:05:00,251.2,248.2,246.2,0,0,0.009,0,,0,0.926,0,0.926,0.000926
12/11/2013,08:10:00,251.1,247.9,246.3,0.026,0,0.033,0,,0,3.611,0,3.611,0.003611
12/11/2013,08:15:00,251.1,248.1,246.1,0.134,0,0.027,0,,0,2.875,0,2.875,0.002875
12/11/2013,08:20:00,250.8,247.8,245.8,0.987,0,0.042,0,,0,4.661,0,4.661,0.004661
12/11/2013,08:25:00,250.9,247.7,245.8,1.932,0,0.056,0,,0,6.219,0,6.219,0.006219
12/11/2013,08:30:00,250.6,247.5,245.4,1.808,0,0.024,0,,0,2.594,0,2.594,0.002594
12/11/2013,08:35:00,250.6,247.3,245.5,1.971,0,0.019,0,,0,1.983,0,1.983,0.001983
12/11/2013,08:40:00,250.2,246.8,245.2,1.988,0,0.012,0,,0,1.297,0,1.297,0.001297
12/11/2013,08:45:00,250.1,247.1,245.2,1.976,0,0.009,0,,0,0.927,0,0.927,0.000927
12/11/2013,08:50:00,249.9,246.8,245,1.687,0,0.011,0,,0,1.207,0,1.207,0.001207
12/11/2013,08:55:00,249.2,246.1,244.3,1.709,0,0.009,0,,0,1.021,0,1.021,0.001021
12/11/2013,09:00:00,248.8,245.8,243.9,0.938,0,0.013,0,,0,1.395,0,1.395,0.001395
12/11/2013,09:05:00,248.9,245.7,244.1,0.219,0,0.017,0,,0,1.76,0,1.76,0.00176
12/11/2013,09:10:00,249.5,246.5,244.6,0,0,0.014,0,,0,1.49,0,1.49,0.00149
12/11/2013,09:15:00,250.1,247.1,245.2,0.494,0,0.011,0,,0,1.215,0,1.215,0.001215
12/11/2013,09:20:00,249.4,246.6,244.6,0,0,0.01,0,,0,1.022,0,1.022,0.001022
12/11/2013,09:25:00,248.8,246.2,244.2,0,0,0.007,0,,0,0.728,0,0.728,0.000728
12/11/2013,09:30:00,248.8,246.1,244.1,1.173,0,0.008,0,,0,0.808,0,0.808,0.000808
12/11/2013,09:35:00,248.7,246.1,244.2,0.51,0,0.002,0,,0,0.267,0,0.267,0.000267
12/11/2013,09:40:00,248.7,245.9,244,2.618,0,0.009,0,,0,0.993,0,0.993,0.000993
12/11/2013,09:45:00,248.6,245.7,243.8,0.058,0,0.01,0,,0,0.999,0,0.999,0.000999
12/11/2013,09:50:00,248.4,245.5,243.5,0,0,0.01,0,,0,1.092,0,1.092,0.001092
12/11/2013,09:55:00,248.9,246.1,244.2,0.617,0,0.006,0,,0,0.634,0,0.634,0.000634
12/11/2013,10:00:00,248.7,246,244.2,0.079,0,0.01,0,,0,0.986,0,0.986,0.000986
12/11/2013,10:05:00,249,246.2,244.4,0,0,0.053,0,,0,5.815,0,5.815,0.005815
12/11/2013,10:10:00,249.3,246.5,244.5,0.496,0,0.008,0,,0,0.819,0,0.819,0.000819
12/11/2013,10:15:00,249.5,246.7,245,0.108,0,0.015,0,,0,1.598,0,1.598,0.001598
12/11/2013,10:20:00,249.7,246.7,244.8,0,0,0.01,0,,0,1.017,0,1.017,0.001017
12/11/2013,10:25:00,249.9,246.9,245,0,0,0.037,0,,0,3.952,0,3.952,0.003952
12/11/2013,10:30:00,249.6,246.9,244.9,0,0,0.038,0,,0,4.107,0,4.107,0.004107
12/11/2013,10:35:00,249.7,246.6,244.9,0,0,0.065,0,,0,7.228,0,7.228,0.007228
12/11/2013,10:40:00,249.4,246.3,244.6,0,0,0.029,0,,0,3.095,0,3.095,0.003095
12/11/2013,10:45:00,249.1,246.2,244.4,0,0,0.044,0,,0,4.781,0,4.781,0.004781
12/11/2013,10:50:00,249.3,246,244.3,0,0,0.064,0,,0,7.02,0,7.02,0.00702
12/11/2013,10:55:00,249.1,245.8,244.2,0,0,0.05,0,,0,5.479,0,5.479,0.005479
12/11/2013,11:00:00,248.8,245.6,244,0,0,0.055,0,,0,6,0,6,0.006
12/11/2013,11:05:00,249,245.8,244.1,0.415,0,0.058,0,,0,6.289,0,6.289,0.006289
12/11/2013,11:10:00,249.1,246,244.1,0,0,0.031,0,,0,3.355,0,3.355,0.003355
12/11/2013,11:15:00,248.8,245.9,244,0.27,0,0.026,0,,0,2.708,0,2.708,0.002708
12/11/2013,11:20:00,248.8,245.7,244,0,0,0.039,0,,0,4.143,0,4.143,0.004143
12/11/2013,11:25:00,248.4,245.3,243.5,0,0,0.046,0,,0,4.927,0,4.927,0.004927
12/11/2013,11:30:00,248.4,245.3,243.6,0,0,0.025,0,,0,2.631,0,2.631,0.002631
12/11/2013,11:35:00,248.4,245.3,243.4,0,0,0.073,0,,0,7.94,0,7.94,0.00794
12/11/2013,11:40:00,248.3,245.3,243.3,0,0,0.183,0,,0,22.01,0,22.01,0.02201
12/11/2013,11:45:00,248,245,243.1,0,0,0.058,0,,0,6.24,0,6.24,0.00624
12/11/2013,11:50:00,248.5,236.9,243.5,6.831,0.023,0.245,0.121,,0.699,20.3,5.58,27.02,0.02702
12/11/2013,11:55:00,248.4,245.3,243.4,0.126,0,0.075,0,,0,8.236,0,8.236,0.008236
12/11/2013,12:00:00,248.5,245.2,243.5,0,0,0.094,0,,0,10.51,0,10.51,0.01051
12/11/2013,12:05:00,248,245,243.2,0,0,0.05,0,,0,5.455,0,5.455,0.005455
12/11/2013,12:10:00,248.3,245.1,243.4,0,0,0.223,0,,0,27.28,0,27.28,0.02728
12/11/2013,12:15:00,248.2,245,243.4,1.411,0,0.222,0,,0,27.06,0,27.06,0.02706
12/11/2013,12:20:00,248.5,245.4,243.5,0,0,0.13,0,,0,14.87,0,14.87,0.01487
12/11/2013,12:25:00,248.4,245.4,243.5,0,0,0.044,0,,0,4.711,0,4.711,0.004711
12/11/2013,12:30:00,248.3,245.3,243.5,0.545,0,0.09,0,,0,10.11,0,10.11,0.01011
12/11/2013,12:35:00,248,245.1,243.2,0.593,0,0.03,0,,0,3.22,0,3.22,0.00322
12/11/2013,12:40:00,248.1,245,243.2,0,0,0.12,0,,0,13.59,0,13.59,0.01359
12/11/2013,12:45:00,248.1,245,243.2,0,0,0.068,0,,0,7.375,0,7.375,0.007375
12/11/2013,12:50:00,248.3,245.1,243.3,0,0,0.043,0,,0,4.634,0,4.634,0.004634
12/11/2013,12:55:00,248.1,244.9,243.1,0.213,0,0.072,0,,0,7.914,0,7.914,0.007914
12/11/2013,13:00:00,248.4,245.2,243.3,1.18,0,0.12,0,,0,13.72,0,13.72,0.01372
12/11/2013,13:05:00,248.4,245.1,243.4,0.735,0,0.058,0,,0,6.3,0,6.3,0.0063
12/11/2013,13:10:00,248.2,244,243.3,2.057,0,0.089,0,,0,9.624,0,9.624,0.009624
12/11/2013,13:15:00,248.5,238.6,243.6,3.65,0.02,0.224,0.119,,0.634,18.66,5.598,25.3,0.0253
12/11/2013,13:20:00,248.6,245.3,243.7,0,0,0.05,0,,0,5.426,0,5.426,0.005426
12/11/2013,13:25:00,248.6,245.5,243.7,0,0,0.073,0,,0,8.085,0,8.085,0.008085
12/11/2013,13:30:00,248.9,245.5,243.9,0,0,0.172,0,,0,20.45,0,20.45,0.02045
12/11/2013,13:35:00,248.7,245.4,243.7,0.046,0,0.2,0,,0,24.27,0,24.27,0.02427
12/11/2013,13:40:00,248.6,245.4,243.6,0.414,0,0.096,0,,0,10.75,0,10.75,0.01075
12/11/2013,13:45:00,248.5,245.5,243.7,0,0,0.044,0,,0,4.696,0,4.696,0.004696
12/11/2013,13:50:00,248.7,245.5,243.8,0,0,0.034,0,,0,3.591,0,3.591,0.003591
12/11/2013,13:55:00,249.2,246,244.1,1.775,0,0.06,0,,0,6.608,0,6.608,0.006608
12/11/2013,14:00:00,249,245.9,244,2.386,0,0.043,0,,0,4.669,0,4.669,0.004669
12/11/2013,14:05:00,249,245.8,243.8,2.658,0,0.069,0,,0,7.611,0,7.611,0.007611
12/11/2013,14:10:00,248.8,245.7,243.8,1.867,0,0.077,0,,0,8.579,0,8.579,0.008579
12/11/2013,14:15:00,249.4,246.4,244.3,1.646,0,0.059,0,,0,6.514,0,6.514,0.006514
12/11/2013,14:20:00,249.7,246.6,244.6,1.983,0,0.039,0,,0,4.234,0,4.234,0.004234
12/11/2013,14:25:00,249.8,246.6,244.7,1.95,0,0.107,0,,0,12.21,0,12.21,0.01221
12/11/2013,14:30:00,249.5,246.2,244.4,2.037,0,0.114,0,,0,13.03,0,13.03,0.01303
12/11/2013,14:35:00,249.6,246.3,244.4,2.286,0,0.276,0,,0,35.26,0,35.26,0.03526
12/11/2013,14:40:00,249.6,246.2,244.3,1.867,0,0.172,0,,0,20.57,0,20.57,0.02057
12/11/2013,14:45:00,249.6,246.2,244.3,1.729,0,0.363,0,,0,49.1,0,49.1,0.0491
12/11/2013,14:50:00,249.7,246.4,244.4,1.988,0,0.48,0,,0,70.05,0,70.05,0.07005
12/11/2013,14:55:00,249.6,246.4,244.3,2.154,0,0.122,0,,0,13.94,0,13.94,0.01394
12/11/2013,15:00:00,249.8,246.5,244.6,2.121,0,0.12,0,,0,13.83,0,13.83,0.01383
12/11/2013,15:05:00,249.5,246.5,244.6,2.123,0,0.059,0,,0,6.592,0,6.592,0.006592
12/11/2013,15:10:00,249.7,246.8,244.6,1.956,0,0.031,0,,0,3.323,0,3.323,0.003323
12/11/2013,15:15:00,249.7,246.8,244.6,1.78,0,0.018,0,,0,1.879,0,1.879,0.001879
12/11/2013,15:20:00,249.9,246.8,244.8,2.034,0,0.04,0,,0,4.24,0,4.24,0.00424
12/11/2013,15:25:00,249.7,246.7,244.7,1.007,0,0.066,0,,0,7.226,0,7.226,0.007226
12/11/2013,15:30:00,249.5,246.3,244.5,0.117,0,0.083,0,,0,9.392,0,9.392,0.009392
12/11/2013,15:35:00,249.4,246.2,244.4,0.105,0,0.096,0,,0,10.71,0,10.71,0.01071
12/11/2013,15:40:00,249.6,246.4,244.7,0.021,0,0.058,0,,0,6.271,0,6.271,0.006271
12/11/2013,15:45:00,250.1,247,245,0.005,0,0.094,0,,0,10.54,0,10.54,0.01054
12/11/2013,15:50:00,249.9,246.8,245,0.013,0,0.029,0,,0,3.065,0,3.065,0.003065
12/11/2013,15:55:00,250,246.7,245,0.013,0,0.048,0,,0,5.192,0,5.192,0.005192
12/11/2013,16:00:00,250,246.8,245,0,0,0.15,0,,0,17.66,0,17.66,0.01766
12/11/2013,16:05:00,249.9,246.6,244.7,0,0,0.231,0,,0,28.66,0,28.66,0.02866
12/11/2013,16:10:00,249.9,246.7,244.8,0,0,0.149,0,,0,17.49,0,17.49,0.01749
12/11/2013,16:15:00,249.7,246.6,244.7,0.05,0,0.114,0,,0,13.12,0,13.12,0.01312
12/11/2013,16:20:00,249.6,246.4,244.6,0.058,0,0.063,0,,0,6.982,0,6.982,0.006982
12/11/2013,16:25:00,249.7,246.5,244.6,0,0,0.066,0,,0,7.278,0,7.278,0.007278
12/11/2013,16:30:00,250,246.8,244.9,0,0,0.056,0,,0,6.083,0,6.083,0.006083
12/11/2013,16:35:00,250.1,246.9,245.1,0,0,0.052,0,,0,5.692,0,5.692,0.005692
12/11/2013,16:40:00,249.9,246.9,244.9,0,0,0.021,0,,0,2.246,0,2.246,0.002246
12/11/2013,16:45:00,250,246.8,244.8,0,0,0.058,0,,0,6.433,0,6.433,0.006433
12/11/2013,16:50:00,250,246.9,244.9,0,0,0.1,0,,0,11.32,0,11.32,0.01132
12/11/2013,16:55:00,250.1,247.2,245,0,0,0.064,0,,0,7.015,0,7.015,0.007015
12/11/2013,17:00:00,250.2,247.1,245.1,0,0,0.034,0,,0,3.602,0,3.602,0.003602
12/11/2013,17:05:00,249.7,246.7,244.7,0,0,0.027,0,,0,2.837,0,2.837,0.002837
12/11/2013,17:10:00,249.9,246.9,245,0,0,0.012,0,,0,1.283,0,1.283,0.001283
12/11/2013,17:15:00,250,247,245.1,0,0,0.013,0,,0,1.379,0,1.379,0.001379
12/11/2013,17:20:00,249.7,247,244.7,0,0,0.014,0,,0,1.466,0,1.466,0.001466
12/11/2013,17:25:00,249.9,246.8,244.6,0,0,0.022,0,,0,2.364,0,2.364,0.002364
12/11/2013,17:30:00,250,246.9,244.9,0,0,0.022,0,,0,2.337,0,2.337,0.002337
12/11/2013,17:35:00,249.9,246.8,244.8,0,0,0.018,0,,0,1.915,0,1.915,0.001915
12/11/2013,17:40:00,249.9,246.7,244.6,0,0,0.018,0,,0,1.866,0,1.866,0.001866
12/11/2013,17:45:00,249.9,246.7,244.8,0,0,0.01,0,,0,1.082,0,1.082,0.001082
12/11/2013,17:50:00,249.8,246.7,244.7,0,0,0.002,0,,0,0.266,0,0.266,0.000266
12/11/2013,17:55:00,249.4,246.6,244.6,0,0,0.005,0,,0,0.518,0,0.518,0.000518
12/11/2013,18:00:00,249.5,246.4,244.4,0,0,0.01,0,,0,1.067,0,1.067,0.001067
12/11/2013,18:05:00,249.1,246,244.2,0,0,0.003,0,,0,0.354,0,0.354,0.000354
12/11/2013,18:10:00,249.3,246.2,244.2,0,0,0.003,0,,0,0.351,0,0.351,0.000351
12/11/2013,18:15:00,249.1,246,244.1,0,0,0.003,0,,0,0.358,0,0.358,0.000358
12/11/2013,18:20:00,249.1,246,244.1,0,0,0.003,0,,0,0.341,0,0.341,0.000341
12/11/2013,18:25:00,249.4,246.3,244.4,0,0,0.005,0,,0,0.521,0,0.521,0.000521
12/11/2013,18:30:00,250.2,247,245.3,0,0,0.001,0,,0,0.172,0,0.172,0.000172
12/11/2013,18:35:00,250.3,247,245.4,0,0,0.01,0,,0,1.077,0,1.077,0.001077
12/11/2013,18:40:00,250.2,246.9,245.2,0,0,0.006,0,,0,0.626,0,0.626,0.000626
12/11/2013,18:45:00,249.8,246.4,244.9,0,0,0.005,0,,0,0.536,0,0.536,0.000536
12/11/2013,18:50:00,248.5,245.2,243.6,0,0,0.001,0,,0,0.167,0,0.167,0.000167
12/11/2013,18:55:00,247.9,244.7,243.1,0,0,0.002,0,,0,0.242,0,0.242,0.000242
12/11/2013,19:00:00,249.8,246.6,245,0,0,0.001,0,,0,0.169,0,0.169,0.000169
12/11/2013,19:05:00,249.6,246.5,244.8,0,0,0,0,,0,0,0,0,0
12/11/2013,19:10:00,249,245.8,244.2,0,0,0,0,,0,0,0,0,0
12/11/2013,19:15:00,249.2,245.9,244.3,0,0,0.002,0,,0,0.259,0,0.259,0.000259
12/11/2013,19:20:00,249,245.9,244,0,0,0.001,0,,0,0.173,0,0.173,0.000173
12/11/2013,19:25:00,249.2,245.9,244.2,0,0,0.001,0,,0,0.172,0,0.172,0.000172
12/11/2013,19:30:00,249.6,246.2,244.6,0,0,0.002,0,,0,0.257,0,0.257,0.000257
12/11/2013,19:35:00,249.8,246.3,244.7,0,0,0.001,0,,0,0.177,0,0.177,0.000177
